"","Principal","Taxon.NombreActual","NombreMemoria","Name2015","Notes","CODIGO","Familia","Family.APG.IV.","Familia_APGIII..Stevens2015.","CodigoPBDY_14","CodigoPBDY_10","CodigoPBDY_09","Forma_2015","FormaPBDY_2011","FormaPBDY_2007","Forma_MV_2012","FormaSSP"
"325","si","Diplotropis sp. B","Diplotropis sp. B","","","DIPL_B","Fabaceae","Fabaceae","Fabaceae","","","","CW","","","L",""
"326","si","Dussia tessmannii","Dussia sp. A","","","DUSS_A","Fabaceae","Fabaceae","Fabaceae","DUSSTE","DUSSTE","DUSSTE","TC","T","T","T",""
"327","si","Entada sp. A ('pseudoacacia')","Entada sp. A","","","ENTA_A","Fabaceae","Fabaceae","Fabaceae","","","","CW","","","L",""
"328","si","Enterolobium barnebianum","Enterolobioum barnebianum","","","ENTEBA","Fabaceae","Fabaceae","Fabaceae","ENTEBA","ENTEBA","ENTEBA","TC","T","T","T",""
"329","si","Fabaceae sp. AA","Fabaceae sp. AA","","","FAB_AA","Fabaceae","Fabaceae","Fabaceae","","","","-","","","M",""
"330","si","Fabaceae sp. AE","Fabaceae sp. AE","","","FAB_AE","Fabaceae","Fabaceae","Fabaceae","","","","-","","","M",""
"331","si","Fabaceae sp. BB","Fabaceae sp. BB","","","FAB_BB","Fabaceae","Fabaceae","Fabaceae","","","","-","","","M",""
"332","si","Fabaceae sp. R","Fabaceae sp. R","","","FAB_R","Fabaceae","Fabaceae","Fabaceae","","","","-","","","M",""
"333","si","Hymenaea oblongifolia","Hymenaea oblongifolia","","","HYM1OB","Fabaceae","Fabaceae","Fabaceae","HYMAOB","HYMAOB","HYMAOB","TC","T","T","T","T"
"334","si","Hymenolobium 'stipsericea'","Hymenolobium 'stipsericea'","","","HYM2ST","Fabaceae","Fabaceae","Fabaceae","HYMEST","HYMEST","HYMEST","TC","T","T","T",""
"335","si","Inga '3crasa'","Inga '3crasa'","","","INGA3C","Fabaceae","Fabaceae","Fabaceae","INGA3C","INGA3C","INGA3C","TC","T","T","T","M"
"336","si","Inga '3oscura'","Inga '3oscura'","","","INGA3O","Fabaceae","Fabaceae","Fabaceae","INGA3O","INGA3O","INGA3O","TE","E","T","T","T"
"337","si","Inga '6cuadra'","Inga '6cuadra'","","","INGA6C","Fabaceae","Fabaceae","Fabaceae","INGA6C","INGA6C","INGA6C","TC","T","T","T","T"
"338","si","Inga acreana","Inga acreana","","","INGAAC","Fabaceae","Fabaceae","Fabaceae","INGAAC","INGAAC","INGAAC","TC","T","T","M","U"
"339","si","Inga alata","Inga alata","","","INGAAA","Fabaceae","Fabaceae","Fabaceae","INGAAL","INGAAL","INGAAL","TC","T","T","M","U"
"340","si","Inga auristellae","Inga auristellae","","","INGAAU","Fabaceae","Fabaceae","Fabaceae","INGAAU","INGAAU","INGAAU","TM","M","M","M","M"
"341","si","Inga bourgonii","Inga bourgonii","","","INGABO","Fabaceae","Fabaceae","Fabaceae","INGABO","INGABO","INGABO","TC","T","M","M","U"
"342","si","Inga brachyrhachis","Inga brachyrhachis","","","INGABR","Fabaceae","Fabaceae","Fabaceae","INGABR","INGABR","INGABR","TM","M","M","M","U"
"343","si","Inga capitata","Inga capitata","","","INGAC1","Fabaceae","Fabaceae","Fabaceae","INGACA","INGACA","INGACA","TM","M","M","M",""
"344","si","Inga cayennensis","Inga cayennensis","","","INGAC2","Fabaceae","Fabaceae","Fabaceae","INGACY","INGACY","INGACY","TM","M","M","M",""
"345","si","Inga ciliata subsp. subcapitata","Inga ciliata","","","INGAC4","Fabaceae","Fabaceae","Fabaceae","INGACI","INGACI","INGACI","TU","U","U","U","U"
"346","si","Inga cordatoalata","Inga cordatoalata","","","INGAC6","Fabaceae","Fabaceae","Fabaceae","INGACO","INGACO","INGACO","TM","M","M","M",""
"347","si","Inga heterophylla","Inga heterophylla","","","INGAHE","Fabaceae","Fabaceae","Fabaceae","INGAHE","INGAHE","INGAHE","TC","T","T","M","U"
"348","si","Inga leiocalycina","Inga leiocalycina","","","INGALE","Fabaceae","Fabaceae","Fabaceae","INGALE","INGALE","INGALE","TC","T","T","T","U"
"349","si","Inga marginata","Inga marginata","","","INGAMA","Fabaceae","Fabaceae","Fabaceae","INGAMA","INGAMA","INGAMA","TM","M","M","M","T"
"350","si","Inga oerstediana","Inga oerstediana","","","INGAOE","Fabaceae","Fabaceae","Fabaceae","INGAOE","INGAOE","INGAOE","TC","T","T","T","M"
"351","si","Inga poeppigiana","Inga poeppigiana","","","INGAPO","Fabaceae","Fabaceae","Fabaceae","INGAPO","INGAPO","INGAPO","TM","M","M","M","U"
"352","si","Inga ruiziana","Inga ruiziana","","","INGAR1","Fabaceae","Fabaceae","Fabaceae","INGARU","INGARU","INGARU","TC","T","T","T","T"
"353","si","Inga sarayacuensis","Inga sarayacuensis","","","INGAS2","Fabaceae","Fabaceae","Fabaceae","INGASR","INGASR","INGASR","TM","M","M","M","U"
"354","si","Inga sp. A","Inga sp. A","","","INGA_A","Fabaceae","Fabaceae","Fabaceae","","","","T?","","","M",""
"355","si","Inga sp. I","Inga sp. I","","","INGA_I","Fabaceae","Fabaceae","Fabaceae","","","","T?","","","M",""
"356","si","Inga sp. K","Inga sp. K","","","INGA_K","Fabaceae","Fabaceae","Fabaceae","","","","T?","","","M",""
"357","si","Inga sp. Q","Inga sp. Q","","","INGA_Q","Fabaceae","Fabaceae","Fabaceae","","","","T?","","","M",""
"358","si","Inga sp. U","Inga sp. U","","","INGA_U","Fabaceae","Fabaceae","Fabaceae","","","","T?","","","M",""
"359","si","Inga sp. V","Inga sp. V","","","INGA_V","Fabaceae","Fabaceae","Fabaceae","","","","T?","","","M",""
"360","si","Inga spectabilis","Inga spectabilis","","","INGAS4","Fabaceae","Fabaceae","Fabaceae","INGASB","INGASB","INGASB","TC","T","T","M","T"
"361","si","Inga spp. (seeds not det. to  sp.)","Inga spp. (semillas indet. a sp.)","","","INGA_SIN","Fabaceae","Fabaceae","Fabaceae","","","","T?","","","M",""
"362","si","Inga tenuistipula","Inga tenuistipula","","","INGATE","Fabaceae","Fabaceae","Fabaceae","INGATE","INGATE","INGATE","TM","M","M","M","M"
"363","si","Inga thibaudiana subsp. thibaudiana","Inga thibaudiana","","","INGATH","Fabaceae","Fabaceae","Fabaceae","INGATH","INGATH","INGATH","TC","T","T","T","T"
"364","si","Inga umbellifera","Inga umbellifera","","","INGAU1","Fabaceae","Fabaceae","Fabaceae","INGAUE","INGAUE","INGAUE","TM","M","M","M","U"
"365","si","Inga umbratica","Inga umbratica","","","INGAU2","Fabaceae","Fabaceae","Fabaceae","INGAUM","INGAUM","INGAUM","TM","M","M","M","T"
"366","si","Inga yacoana","Inga yacoana","","","INGAYA","Fabaceae","Fabaceae","Fabaceae","INGAYA","INGAYA","INGAYA","TM","M","M","M","U"
"367","si","Lonchocarpus seorsus","Lonchocarpus 'guil'","Lonchocarpus seorsus","","LONCGU","Fabaceae","Fabaceae","Fabaceae","LONCSE","LONCSE","LONCSE","TC","T","T","T","T"
"368","si","Machaerium aristulatum","Machaerium aristulatum","","","MACHAR","Fabaceae","Fabaceae","Fabaceae","MACHAR","MACHAR","MACHAR","TC","T","T","T",""
"369","si","Machaerium cuspidatum","Machaerium cuspidatum","","","MACHCU","Fabaceae","Fabaceae","Fabaceae","","","","CW","","V","V-lenosa",""
"370","si","Machaerium 'finiparalel'","Machaerium 'finiparalel'","","","MACHFI","Fabaceae","Fabaceae","Fabaceae","MACHFI","MACHFI","MACHFI","SL","S","M,V","V-lenosa","T"
"371","si","Machaerium floribundum","Machaerium floribundum","","","MACHFL","Fabaceae","Fabaceae","Fabaceae","","","","CW","","V,S","V-lenosa","T"
"372","si","Machaerium sp. E","Machaerium sp. E","","","MACH_E","Fabaceae","Fabaceae","Fabaceae","","","","-","","","S",""
"373","si","Machaerium sp. G","Machaerium sp. G","","","MACH_G","Fabaceae","Fabaceae","Fabaceae","","","","CW","","","V-lenosa",""
"374","si","Macrolobium angustifolium","Macrolobium angustifolium","","","MAC1AN","Fabaceae","Fabaceae","Fabaceae","MACRAN","MACRAN","MACRAN","TC","T","T","T",""
"375","si","Macrolobium 'yasuni'","Macrolobium 'yasuni'","","","MAC1YA","Fabaceae","Fabaceae","Fabaceae","MACRYA","MACRYA","MACRYA","TU","U","U","U","U"
"376","si","Marmaroxylon basijugum","Marmaroxylon basijugum","","","MARMBA","Fabaceae","Fabaceae","Fabaceae","MARMBA","MARMBA","MARMBA","TU","U","U","U","U"
"377","si","Mimosa myriadenia","Mimosa myriadenia","","","MIMOMY","Fabaceae","Fabaceae","Fabaceae","","","","CS","","","V?",""
"378","si","Mucuna/Dioclea sp. A","Mucuna sp. A","","","MUCU_A","Fabaceae","Fabaceae","Fabaceae","","","","CW","","","V?",""
"379","si","Ormosia sp. B","Swartzia bombycina","","","SWARBO","Fabaceae","Fabaceae","Fabaceae","SWARBO","SWARBO","SWARBO","TM","M","M","M","M"
"380","si","Parkia balslevii","Parkia balslevii","","","PARKBA","Fabaceae","Fabaceae","Fabaceae","PARKBA","PARKBA","PARKBA","TC","T","T","T","T"
"381","si","Parkia multijuga","Parkia multijuga","","","PARKMU","Fabaceae","Fabaceae","Fabaceae","PARKMU","PARKMU","PARKMU","TE","E","T","T","T"
"382","si","Parkia nitida","Parkia nitida","","","PARKNI","Fabaceae","Fabaceae","Fabaceae","PARKNI","PARKNI","PARKNI","TE","E","T","T","T"
"383","si","Parkia velutina","Parkia velutina","","","PARKVE","Fabaceae","Fabaceae","Fabaceae","PARKVE","PARKVE","PARKVE","TC","T","T","T","T"
"384","si","Piptadenia pteroclada","Piptadenia 'arbol'","","","PIPTAR","Fabaceae","Fabaceae","Fabaceae","PIPTPT","PIPTPT","PIPTPT","TC","T","T","T","T"
"385","si","Piptadenia sp. A","Piptadenia sp. A","","","PIPT_A","Fabaceae","Fabaceae","Fabaceae","","","","-","","","L",""
"386","si","Piptadenia sp. D","Piptadenia sp. D","","","PIPT_D","Fabaceae","Fabaceae","Fabaceae","","","","-","","","L",""
"387","si","Piptadenia uaupensis","Piptadenia uaupensis","","","PIPTUA","Fabaceae","Fabaceae","Fabaceae","","","","CW","","","L",""
"388","si","Platymiscium stipulare","Platymiscium stipulare","","","PLA1ST","Fabaceae","Fabaceae","Fabaceae","PLATST","PLATST","PLATST","TC","T","T","T",""
"389","si","Pseudopiptadenia suaveolens","Pseudopiptadenia suaveolens","","","PSE3SU","Fabaceae","Fabaceae","Fabaceae","PSEPSU","PSEPSU","PSEPSU","TE","E","T","T","T"
"390","si","Pterocarpus rohrii","Pterocarpus 'rhor'","Pterocarpus rohrii","","PTERRH","Fabaceae","Fabaceae","Fabaceae","PTERRH","PTERRH","PTERRH","TC","T","T","T","T"
"391","si","Rhynchosia sp. A","Rhynchosia sp. A","","","RHYN_A","Fabaceae","Fabaceae","Fabaceae","","","","C?","","","L",""
"392","si","Schizolobium parahyba","Schizolobium parahyba","","","SCHIPA","Fabaceae","Fabaceae","Fabaceae","SCHIPA","SCHIPA","SCHIPA","TC","T","T","T","T"
"393","si","Schnella cf. glabra (morph 1)","Bauhinia glabra","","","BAUHGL","Fabaceae","Fabaceae","Fabaceae","","","","CW","","","L",""
"394","si","Schnella guianensis","Bauhinia guianensis","","","BAUHGU","Fabaceae","Fabaceae","Fabaceae","","","","CW","","V","L",""
"395","si","Schnella 'misterio' (cf. microstachya, morph 2)","Bauhinia sp. W","","","BAUH_W","Fabaceae","Fabaceae","Fabaceae","","","","CW","","","L",""
"396","si","Schnella rubinginosa","Bauhinia 'magenta'","","","BAUHMA","Fabaceae","Fabaceae","Fabaceae","","","","CW","","","L",""
"397","si","Schnella rutilans","Bauhinia rutilans","","","BAUHRU","Fabaceae","Fabaceae","Fabaceae","","","","CW","","V","L","U"
"398","si","Schnella sp. AD","Bauhinia sp. AD","","","BAUH_AD","Fabaceae","Fabaceae","Fabaceae","","","","CW","","","L",""
"399","si","Schnella sp. AE","Bauhinia sp. AE","","","BAUH_AE","Fabaceae","Fabaceae","Fabaceae","","","","CW","","","L",""
"400","si","Schnella sp. S","Bauhinia sp. S","","","BAUH_S","Fabaceae","Fabaceae","Fabaceae","","","","CW","","","L",""
"401","si","Schnella sp. U","Bauhinia sp. U","","","BAUH_U","Fabaceae","Fabaceae","Fabaceae","","","","CW","","","L",""
"402","si","Schnella sp. G (cf. microstachya, morph 1)","Bauhinia sp. G","","","BAUH_G","Fabaceae","Fabaceae","Fabaceae","","","","CW","","","L",""
"403","si","Senegalia tenuifolia","Acacia tenuifolia","","","ACACTE","Fabaceae","Fabaceae","Fabaceae","","","","CW","","","L",""
"404","si","Senna macrophylla var. gigantifolia","Senna macrophylla","","","SENNMA","Fabaceae","Fabaceae","Fabaceae","SENNMA","SENNMA","SENNMA","SL","S","S","S",""
"405","si","Senna sp. B","Senna sp. B","","","SENN_B","Fabaceae","Fabaceae","Fabaceae","","","","-","","","S",""
"406","si","Senna trolliiflora","Senna trolliiflora","","","SENNTR","Fabaceae","Fabaceae","Fabaceae","SENNTR","SENNTR","SENNTR","TM","M","M","M",""
"407","si","Swartzia arborescens","Swartzia arborescens","","","SWARAR","Fabaceae","Fabaceae","Fabaceae","SWARAR","SWARAR","SWARAR","TM","M","M","M","M"
"408","si","Swartzia rosea","Swartzia benthamiana","Swartzia rosea","","SWARBE","Fabaceae","Fabaceae","Fabaceae","SWARBE","SWARBE","SWARBE","TM","M","M","M","M"
"409","si","Swartzia yasuniensis","Swartzia cardiosperma","Swartzia yasuniensis","","SWARCA","Fabaceae","Fabaceae","Fabaceae","SWARCA","SWARCA","SWARCA","TC","T","T","M","U"
"410","si","Swartzia multijuga","Swartzia multijuga","","","SWARMU","Fabaceae","Fabaceae","Fabaceae","SWARMU","SWARMU","SWARMU","TC","T","T","U","M"
"411","si","Swartzia calophylla","Swartzia simplex","Swartzia calophylla","","SWARSI","Fabaceae","Fabaceae","Fabaceae","SWARSI","SWARSI","SWARSI","TU","U","","U",""
"412","si","Tachigali formicarum","Tachigali formicarum","","","TACHFO","Fabaceae","Fabaceae","Fabaceae","TACHFO","TACHFO","TACHFO","TM","M","M","M","M"
"413","si","Vataireopsis iglesiasii","Vataireopsis iglesiasii","","","VATAIG","Fabaceae","Fabaceae","Fabaceae","VATAIG","VATAIG","VATAIG","TC","T","T","T",""
"414","si","Zygia heteroneura","Zygia heteroneura","","","ZYGIHE","Fabaceae","Fabaceae","Fabaceae","ZYGIHE","ZYGIHE","ZYGIHE","TU","U","U","U","U"
"415","si","Carpotroche longifolia","Carpotroche longifolia","","","CAR3LO","Flacourtiaceae","Salicaceae","Salicaceae","CARPLO","CARPLO","CARPLO","SL","S","S","S","S"
"416","si","Casearia arborea","Casearia 'a-tomen'","","","CAS1AT","Flacourtiaceae","Salicaceae","Salicaceae","CASEAE","CASEAE","CASEAE","TC","T","T","T",""
"417","si","Casearia 'argut'","Casearia 'argut'","","","CAS1AR","Flacourtiaceae","Salicaceae","Salicaceae","CASEAR","CASEAR","CASEAR","TU","U","U","U","U"
"418","si","Casearia javitensis","Casearia javitensis","","","CAS1JA","Flacourtiaceae","Salicaceae","Salicaceae","CASEJA","CASEJA","CASEJA","TM","M","M","M",""
"419","si","Casearia nigricans","Casearia nigricans","","","CAS1NI","Flacourtiaceae","Salicaceae","Salicaceae","CASENI","CASENI","CASENI","SL","S","S","S","U"
"420","si","Casearia pitumba","Casearia pitumba","","","CAS1PI","Flacourtiaceae","Salicaceae","Salicaceae","CASEPI","CASEPI","CASEPI","SL","S","S","S",""
"421","si","Casearia 'prunicerob'","Casearia 'prunicerob'","","","CAS1P1","Flacourtiaceae","Salicaceae","Salicaceae","CASEPR","CASEPR","CASEPR","SL","S","S","S",""
"422","si","Casearia prunifolia","Casearia prunifolia","","","CAS1P2","Flacourtiaceae","Salicaceae","Salicaceae","CASEPF","CASEPF","CASEPF","SL","S","S","S","S"
"423","si","Casearia 'sylvepub'","Casearia 'sylvepub'","","","CAS1S1","Flacourtiaceae","Salicaceae","Salicaceae","CASESP","CASESP","CASESP","TM","M","T","M",""
"424","si","Hasseltia floribunda","Hasseltia floribunda","","","HASSFL","Flacourtiaceae","Salicaceae","Salicaceae","HASSFL","HASSFL","HASSFL","TM","M","M","M","M"
"425","si","Lacistema 'med'","Lacistema 'med'","","","LACIME","Flacourtiaceae","Lacistemataceae","Lacistemataceae","LACIME","LACIME","LACIME","TM","M","M","M","U"
"426","si","Lacistema nena","Lozania 'mediana'","","","LOZAME","Flacourtiaceae","Lacistemataceae","Lacistemataceae","LACINE","LACINE","LACINE","TM","M","M","M",""
"427","si","Lindackeria paludosa","Lindackeria paludosa","","","LINDPA","Flacourtiaceae","Achariaceae","Achariaceae","LINDPA","LINDPA","LINDPA","TM","M","M","M","M"
"428","si","Lozania klugii","Lozania klugii","","","LOZAKL","Flacourtiaceae","Lacistemataceae","Lacistemataceae","LOZAKL","LOZAKL","LOZAKL","TU","U","U","U","S"
"429","si","Lunania parviflora","Lunania parviflora","","","LUNAPA","Flacourtiaceae","Salicaceae","Salicaceae","LUNAPA","LUNAPA","LUNAPA","TU","U","U","M","U"
"430","si","Mayna 'anelio'","Mayna 'anelio'","","","MAYNAN","Flacourtiaceae","Achariaceae","Achariaceae","MAYNAN","MAYNAN","MAYNAN","SL","S","S","S","S"
"431","si","Mayna odorata","Mayna odorata","","","MAYNOD","Flacourtiaceae","Achariaceae","Achariaceae","MAYNOD","MAYNOD","MAYNOD","SL","S","S","S","S"
"432","si","Tetrathylacium macrophyllum","Tetrathylacium macrophyllum","","","TET4MA","Flacourtiaceae","Salicaceae","Salicaceae","TETTMA","TETTMA","TETTMA","TU","U","M","M",""
"433","si","Besleria quadrangulata","Besleria quadrangulata","","","BESLQU","Gesneriaceae","Gesneriaceae","Gesneriaceae","BESLQU","BESLQU","BESLQU","SL","S","S","S","S"
"434","si","Drymonia cf. macrophylla","Gesneriaceae sp. A","Drymonia macrophylla cf.","","GESN_A","Gesneriaceae","Gesneriaceae","Gesneriaceae","","","","C?","","","S",""
"435","si","Paradrymonia cf. darienensis","Paradrymonia darienensis cf","","","PARADA","Gesneriaceae","Gesneriaceae","Gesneriaceae","","","","EH","","","",""
"436","si","Gnetum 'nodi'","Gnetum sp. A","","","GNET_A","Gnetaceae","Gnetaceae","Gnetaceae","","","","CW","","V","V-lenosa",""
"437","si","Heliconia sp. B","Heliconia sp. B","","","HELI_B","Heliconiaceae","Heliconiaceae","Heliconiaceae","","","","XT","","","M",""
"438","si","Heliconia sp. C","Heliconia sp. C","","","HELI_C","Heliconiaceae","Heliconiaceae","Heliconiaceae","","","","XT","","","M",""
"439","si","Heliconia sp. D","Heliconia sp. D","","","HELI_D","Heliconiaceae","Heliconiaceae","Heliconiaceae","","","","XT","","","M",""
"440","si","Heliconia sp. E","Heliconia sp. E","","","HELI_E","Heliconiaceae","Heliconiaceae","Heliconiaceae","","","","XT","","","",""
"441","si","Heliconia stricta","Heliconia stricta","","","HELIST","Heliconiaceae","Heliconiaceae","Heliconiaceae","","","","XT","","","U",""
"442","si","Anthodon sp. O","Anthodon sp. O","","","ANT1_O","Hippocrateaceae","Celastraceae","Celastraceae","","","","CW","","","L",""
"443","si","Cheiloclinium cognatum","Cheiloclinium cognatum","","","CHEICO","Hippocrateaceae","Celastraceae","Celastraceae","CHEICO","CHEICO","CHEICO","SL","S","S","L","U"
"444","si","Hippocratea volubilis","Hippocratea volubilis","","","HIPPVO","Hippocrateaceae","Celastraceae","Celastraceae","","","","CW","","","L",""
"445","si","Cuervea kappleriana","Hylenaea comosa","Cuervea kappleriana","","HYLECO","Hippocrateaceae","Celastraceae","Celastraceae","","","","CW","","V","L",""
"446","si","Peritassa cf. pruinosa","Peritassa 'mab'","","","PERIMA","Hippocrateaceae","Celastraceae","Celastraceae","","","","CW","","","L",""
"447","si","Pristimera nervosa","Pristimera nervosa","","","PRISNE","Hippocrateaceae","Celastraceae","Celastraceae","","","","CW","","","L",""
"448","si","Salacia 'atenuacrasa'","Salacia 'atenuacrasa'","","","SALAAT","Hippocrateaceae","Celastraceae","Celastraceae","SALAAT","SALAAT","SALAAT","TU","U","U","U","U"
"449","si","Salacia 'ovalo'","uniden 'ovalo'","","","ZZHIOV","Hippocrateaceae","Celastraceae","Celastraceae","ZZHIOL","ZZHIOL","ZZHIOL","TC","T","M","M","M"
"450","si","Salacia 'supernervi'","Salacia 'supernervi'","","","SALASU","Hippocrateaceae","Celastraceae","Celastraceae","","","","CW","","V","V-lenosa",""
"451","si","Salacia ulei","Tontelea 'redondagrande'","Salacia ulei","","TONTRE","Hippocrateaceae","Celastraceae","Celastraceae","","","","CW","","V","V-lenosa",""
"452","si","Vantanea guianensis","Vantanea guianensis","","","VANTGU","Humiriaceae","Humiriaceae","Humiriaceae","VANTGU","VANTGU","VANTGU","TC","T","T","T","M"
"453","si","Discophora guianensis","Discophora guianensis","","","DISCGU","Icacinaceae","Stemonuraceae","Stemonuraceae","DISCGU","DISCGU","DISCGU","TM","M","M","M","M"
"454","si","Leretia cordata","Leretia 'reticbril'","","","LERERE","Icacinaceae","Icacinaceae","Icacinaceae","","","","CW","","V","V-lenosa",""
"455","si","Aniba guianensis","Aniba guianensis","","","ANIBGU","Lauraceae","Lauraceae","Lauraceae","ANIBGU","ANIBGU","ANIBGU","TC","T","T","T","T"
"456","si","Aniba hostmanniana","Aniba hostmanniana","","","ANIBHO","Lauraceae","Lauraceae","Lauraceae","ANIBHO","ANIBHO","ANIBHO","TM","M","M","M","U"
"457","si","Beilschmiedia pendula","Beilschmiedia pendula","","","BEILPE","Lauraceae","Lauraceae","Lauraceae","","BEILPE","BEILPE","TC","T","T","T",""
"458","si","Endlicheria formosa","Endlicheria 'else'","","","ENDLEL","Lauraceae","Lauraceae","Lauraceae","ENDLFO","ENDLFO","ENDLFO","TM","M","M","M","M"
"459","si","Endlicheria 'platagigante'","Endlicheria 'platagigante'","","","ENDLPL","Lauraceae","Lauraceae","Lauraceae","ENDLPL","ENDLPL","ENDLSE","TM","M","M","M",""
"460","si","Endlicheria tschudyana","Endlicheria tschudyana","","","ENDLTS","Lauraceae","Lauraceae","Lauraceae","ENDLTS","ENDLTS","ENDLTS","TM","M","S","M","U"
"461","si","Lauraceae sp. (1212)","Lauraceae sp. (1212)","","","U1212","Lauraceae","Lauraceae","Lauraceae","","","","T?","","","M",""
"462","si","Lauraceae sp. H","Lauraceae sp. H","","","LAU_H","Lauraceae","Lauraceae","Lauraceae","","","","T?","","","M",""
"463","si","Licaria cannella","Licaria cannella","","","LIC2CA","Lauraceae","Lauraceae","Lauraceae","LICRCA","LICRCA","LICRCA","TM","M","M","M",""
"464","si","Nectandra 'largibrachi'","Nectandra 'largibrachi'","","","NECTL1","Lauraceae","Lauraceae","Lauraceae","NECTLA","NECTLA","NECTLA","TC","T","T","T",""
"465","si","Nectandra lineata","Nectandra lineata","","","NECTL3","Lauraceae","Lauraceae","Lauraceae","NECTLI","NECTLI","NECTLI","TM","M","T","T",""
"466","si","Nectandra membranacea","Nectandra membranacea","","","NECTME","Lauraceae","Lauraceae","Lauraceae","NECTME","NECTME","NECTME","TC","T","T","T","T"
"467","si","Nectandra oppositifolia","Nectandra oppositifolia","","","NECTOP","Lauraceae","Lauraceae","Lauraceae","NECTOP","NECTOP","NECTOP","TC","T","T","T","T"
"468","si","Nectandra viburnoides","Nectandra viburnoides","","","NECTVI","Lauraceae","Lauraceae","Lauraceae","NECTVI","NECTVI","NECTVI","TM","M","T","M","M"
"469","si","Nectandra 'granimpreso' (cf. yarinensis)","Nectandra yarinensis cf","","","NECTYA","Lauraceae","Lauraceae","Lauraceae","NECTGR","NECTGR","NECTGR","TM","M","M","M",""
"470","si","Ocotea 'alamembra'","Ocotea 'alamembra'","","","OCOTAL","Lauraceae","Lauraceae","Lauraceae","OCOTAL","OCOTAL","OCOTAL","TC","T","T","T","U"
"471","si","Ocotea 'bayelshmii'","Ocotea 'bayelshmi'","","","OCOTBA","Lauraceae","Lauraceae","Lauraceae","OCOTBA","OCOTBA","OCOTBA","TC","T","T","T","T"
"472","si","Ocotea floribunda","Ocotea floribunda","","","OCOTFL","Lauraceae","Lauraceae","Lauraceae","OCOTFL","OCOTFL","OCOTFL","TM","M","M","M","T"
"473","si","Ocotea 'laurita'","uniden 'laurita'","","","ZZLAL2","Lauraceae","Lauraceae","Lauraceae","OCOTLA","OCOTLA","OCOTLA","TC","T","T","T","M"
"474","si","Ocotea longifolia","Ocotea longifolia","","","OCOTLO","Lauraceae","Lauraceae","Lauraceae","OCOTLO","OCOTLO","OCOTLO","TM","M","M","M",""
"475","si","Ocotea 'luis'","Ocotea 'luis'","","","OCOTLU","Lauraceae","Lauraceae","Lauraceae","OCOTLU","OCOTLU","OCOTLU","TC","T","T","M","M"
"476","si","Ocotea oblonga","Ocotea 'minialata'","","","OCOTMI","Lauraceae","Lauraceae","Lauraceae","OCOTOB","OCOTOB","OCOTOB","TU","U","U","M",""
"477","si","Ocotea sp. AJ","Lauraceae sp. AJ","","","LAU_AJ","Lauraceae","Lauraceae","Lauraceae","","","","T?","","","M",""
"478","si","Ocotea 'membraobov' (cf. tessmannii)","uniden 'membraobov'","","","ZZLAM2","Lauraceae","Lauraceae","Lauraceae","OCOTME","OCOTME","OCOTME","TC","T","T","T","M"
"479","si","Persea pseudofasciculata","Persea pseudofasciculata","","","PERSPS","Lauraceae","Lauraceae","Lauraceae","PERSPS","PERSPS","PERSPS","TC","T","T","M","M"
"480","si","Persea sp. A","Persea sp. A","","","PERS_A","Lauraceae","Lauraceae","Lauraceae","","","","T?","","","S",""
"481","si","Pleurothyrium cuneifolium","Pleurothyrium cuneifolium","","","PLEUCU","Lauraceae","Lauraceae","Lauraceae","PLEUCU","PLEUCU","PLEUCU","TC","T","T","T","M"
"482","si","Pleurothyrium 'cordata' (cf. williamsii)","uniden 'cordata'","","","ZZLAC5","Lauraceae","Lauraceae","Lauraceae","PLEUCO","PLEUCO","PLEUCO","TC","T","T","T",""
"483","si","Rhodostemonodaphne juruensis","Rhodostemonodaphne juruensis","","","RHODJU","Lauraceae","Lauraceae","Lauraceae","RHODJU","RHODJU","RHODJU","TC","T","T","T",""
"484","si","Rhodostemonodaphne kunthiana","Rhodostemonodaphne kunthiana","","","RHODKU","Lauraceae","Lauraceae","Lauraceae","RHODKU","RHODKU","RHODKU","TC","T","T","T","M"
"485","si","Rhodostemonodaphne licanioides","Rhodostemonodaphne licanioides","","","RHODLI","Lauraceae","Lauraceae","Lauraceae","RHODLI","RHODLI","RHODLI","SL","S","S","M",""
"486","si","uniden. 'granverde'","uniden. 'granverde'","","","ZZLAG5","Lauraceae","Lauraceae","Lauraceae","ZZLAGV","ZZLAGV","ZZLAGV","SL","S","M","M",""
"487","si","uniden. 'lisagroovy'","uniden. 'lisagroovy'","","","ZZLAL4","Lauraceae","Lauraceae","Lauraceae","ZZLALS","ZZLALS","ZZLALS","TC","T","T","T","M"
"488","si","uniden. 'medpubinervi' ","uniden 'medpubinervi'","","","ZZLAM1","Lauraceae","Lauraceae","Lauraceae","ZZLAME","ZZLAME","ZZLAME","TU","U","T","U",""
"489","si","Couratari guianensis","Couratari guianensis","","","COU3GU","Lecythidaceae","Lecythidaceae","Lecythidaceae","COUTGU","COUTGU","COUTGU","TC","T","T","T",""
"490","si","Eschweilera andina","Eschweilera 'purpura'","","","ESCHP2","Lecythidaceae","Lecythidaceae","Lecythidaceae","ESCHAN","ESCHAN","ESCHAN","TM","M","M","M",""
"491","si","Eschweilera bracteosa","Eschweilera bracteosa","","","ESCHBR","Lecythidaceae","Lecythidaceae","Lecythidaceae","ESCHBR","ESCHBR","ESCHBR","TC","T","T","T","T"
